,abs_delta_arousal,abs_delta_arousal,abs_delta_arousal,abs_delta_valence,abs_delta_valence,abs_delta_valence,delta_affect_shift_mag,delta_affect_shift_mag,delta_affect_shift_mag,delta_arousal,delta_arousal,delta_arousal,delta_valence,delta_valence,delta_valence
perturbation,deletion,mask,replacement_lowgap,deletion,mask,replacement_lowgap,deletion,mask,replacement_lowgap,deletion,mask,replacement_lowgap,deletion,mask,replacement_lowgap
original_post_id,,,,,,,,,,,,,,,
l96we7,0.015303057824780808,0.057687628173791694,0.022880921728187786,0.021177289467080307,0.04265401205913122,0.06972119879641436,0.026127785362733972,0.07174417878168345,0.07337971205136054,-0.015303057824780808,-0.057687628173791694,-0.022880921728187786,0.021177289467080307,-0.04265401205913122,0.06972119879641436
l98x9u,0.051711582723956706,0.04845318764611983,0.02517051088739297,0.024377158534068855,0.027523668565233805,0.04035188693603686,0.05716934183644013,0.05572489321980742,0.047558694238078805,0.051711582723956706,0.04845318764611983,0.02517051088739297,-0.024377158534068855,-0.027523668565233805,-0.04035188693603686
l9iwg5,0.008307149930271152,0.049301903663556246,0.014641603729575792,0.020727233781803633,0.04296373973765277,0.06026497236097761,0.02232995656533048,0.06539541755425486,0.06201808972746035,0.008307149930271152,-0.049301903663556246,0.014641603729575792,0.020727233781803633,-0.04296373973765277,0.06026497236097761
l9j9tv,0.09540890815028913,0.01967462524385155,0.012904706090969498,0.01615311956140353,0.002951082095023594,0.05990088899043222,0.09676664211387778,0.019894716987621852,0.06127518209796189,0.09540890815028913,0.01967462524385155,0.012904706090969498,0.01615311956140353,-0.002951082095023594,0.05990088899043222
l9u98k,0.022056538914275947,0.03456545291596225,0.032937694887917424,0.013196289595951427,0.03269765643054612,0.021457585210836072,0.025702781327653725,0.04758053458438269,0.039310554659147616,-0.022056538914275947,-0.03456545291596225,-0.032937694887917424,-0.013196289595951427,-0.03269765643054612,-0.021457585210836072
l9y1ma,0.07552284815264265,0.011430560391298528,0.026040193115198562,0.058212883849086516,0.06753120377558997,0.12502106489485243,0.09535428904414503,0.06849176004629592,0.12770418287949592,-0.07552284815264265,-0.011430560391298528,-0.026040193115198562,-0.058212883849086516,-0.06753120377558997,-0.12502106489485243
la80ht,0.022737667810269313,0.014095186983653418,0.015177384093308044,0.01648058264774832,0.03590128966747974,0.0011430664083369457,0.028082221099112164,0.038569118422546816,0.015220367562239368,-0.022737667810269313,-0.014095186983653418,-0.015177384093308044,0.01648058264774832,-0.03590128966747974,-0.0011430664083369457
lam40h,0.0350337996563721,0.0021289519983200833,0.03783584065290979,0.010993193345006702,0.08691235641450046,0.11187886012477133,0.03671808026413578,0.08693842725821713,0.1181034723483206,-0.0350337996563721,0.0021289519983200833,-0.03783584065290979,-0.010993193345006702,-0.08691235641450046,-0.11187886012477133
lb16jn,0.007265805864884012,0.03466144985885711,0.019134935244066842,0.09038517645577837,0.023856796876844832,0.04480148706026643,0.0906767448567072,0.04207805679378622,0.04871672186842883,0.007265805864884012,-0.03466144985885711,-0.019134935244066842,0.09038517645577837,0.023856796876844832,0.04480148706026643
lb6963,0.06133360644309693,0.07425349624031252,0.11010489692278558,0.002857981780537422,0.22605795887458946,0.21429928761654082,0.06140015748493309,0.23794071209958098,0.2409300168084793,-0.06133360644309693,-0.07425349624031252,0.11010489692278558,-0.002857981780537422,0.22605795887458946,0.21429928761654082
lbczld,0.06976423014241018,0.09938067795061478,0.05966329628562406,0.03841043034584235,0.022508829203289338,0.23128752339618508,0.07963924263022583,0.10189782402989116,0.2388590115578791,-0.06976423014241018,-0.09938067795061478,-0.05966329628562406,0.03841043034584235,0.022508829203289338,0.23128752339618508
lbff9s,0.0591053406167541,0.1658185410574733,0.030101408690153875,0.1165279896046858,0.04424729219096779,0.04975569617202957,0.13066068134956393,0.17162054487928255,0.05815259329294773,0.0591053406167541,0.1658185410574733,0.030101408690153875,-0.1165279896046858,-0.04424729219096779,-0.04975569617202957
lbovlc,0.07877504746249464,0.02620781636659686,0.008380269960925446,0.044689599169444705,0.008864846640482149,0.051338592499433844,0.0905685838281902,0.027666498597844466,0.052018073824786265,0.07877504746249464,0.02620781636659686,-0.008380269960925446,0.044689599169444705,0.008864846640482149,-0.051338592499433844
lbukke,0.06688438620755122,0.026252738191812064,0.012391121058347387,0.05834319987324221,0.00716941681073191,0.058156334326920245,0.08875500036510595,0.027214091937337044,0.05946174487371811,0.06688438620755122,-0.026252738191812064,-0.012391121058347387,0.05834319987324221,0.00716941681073191,0.058156334326920245
lbwmkk,0.12716284900233976,0.13887375148661985,0.07059736027338115,0.10175837102828833,0.14896927273209304,0.010915771710626743,0.16286545441167888,0.2036609021641026,0.07143627474615466,0.12716284900233976,0.13887375148661985,0.07059736027338115,0.10175837102828833,0.14896927273209304,-0.010915771710626743
lc4viv,0.0252646283496345,0.058719535005165024,0.033160248786904045,0.06149017834261894,0.09273101606062539,0.12791010038310713,0.06647814286103544,0.10975894100645635,0.13213854804570055,-0.0252646283496345,-0.058719535005165024,-0.033160248786904045,-0.06149017834261894,-0.09273101606062539,-0.12791010038310713
lc6lu6,0.04263243983530751,0.049179931952340716,0.0658661353643426,0.006076071468029465,0.07511057664084753,0.019839671103477396,0.04306325081546581,0.08977897543499533,0.06878924579705797,-0.04263243983530751,-0.049179931952340716,-0.0658661353643426,-0.006076071468029465,-0.07511057664084753,-0.019839671103477396
lc7qbb,0.11009071853737895,0.13432219532424705,0.03291380784102804,0.05272080169966786,0.10480907301783171,0.038141978175334934,0.1220633001353482,0.17037427606179978,0.05037984960005186,-0.11009071853737895,-0.13432219532424705,-0.03291380784102804,-0.05272080169966786,-0.10480907301783171,0.038141978175334934
lckr55,0.015305142281886841,0.02307305265127013,0.008815428018849936,0.009760989082423954,0.018758124145294097,0.02045006687968076,0.018152803864307024,0.02973605522086864,0.02226919411516592,-0.015305142281886841,-0.02307305265127013,0.008815428018849936,-0.009760989082423954,-0.018758124145294097,-0.02045006687968076
lcnojo,0.14112619830085293,0.1559132459287289,0.1527296024208109,0.006340996418670031,0.030596764588870506,0.018123880006970516,0.14126858137049883,0.158887073921509,0.1538011914197222,-0.14112619830085293,-0.1559132459287289,-0.1527296024208109,-0.006340996418670031,-0.030596764588870506,0.018123880006970516
lcte38,0.0192229206672625,0.021282284724653877,0.11638127587969294,0.07266958725869532,0.08084358600323771,0.20642474170925684,0.07516907337016336,0.08359797270845824,0.23697209828399335,0.0192229206672625,-0.021282284724653877,-0.11638127587969294,0.07266958725869532,0.08084358600323771,0.20642474170925684
lcvmj7,0.0058178657302088155,0.04691079560785605,0.06708865361110394,0.015794661549275446,0.01374399682390326,0.15061823901072557,0.016832079346025507,0.04888271875885699,0.16488402398668814,0.0058178657302088155,-0.04691079560785605,-0.06708865361110394,0.015794661549275446,-0.01374399682390326,0.15061823901072557
ld101x,0.04191864953366231,0.013770315365421837,0.0451646236824903,0.07896209628159756,0.19044173657749397,0.09695943054403688,0.08939902587786006,0.19093893425887445,0.10696249063949885,0.04191864953366231,0.013770315365421837,-0.0451646236824903,0.07896209628159756,0.19044173657749397,0.09695943054403688
le0rmt,0.023221846891422704,0.047540741059204805,0.049503575060662275,0.1477501880380041,0.20549001682030754,0.014237302784968264,0.1495639403008434,0.21091768316873918,0.05151023912172694,-0.023221846891422704,-0.047540741059204805,-0.049503575060662275,-0.1477501880380041,-0.20549001682030754,-0.014237302784968264
le0xo7,0.09824624731319531,0.08967511151360164,0.12072903880906338,0.1035865690316129,0.06943669583199075,0.09454959546412756,0.14276730156049963,0.1134155207766613,0.15334642745819188,-0.09824624731319531,-0.08967511151360164,-0.12072903880906338,-0.1035865690316129,-0.06943669583199075,-0.09454959546412756
le7090,0.05019597010889765,0.10206380948138616,0.03589510836929044,0.07881834643158303,0.028995990015747708,0.010291920547667033,0.09344499531479673,0.10610272683982269,0.03734143052164172,-0.05019597010889765,-0.10206380948138616,-0.03589510836929044,0.07881834643158303,0.028995990015747708,0.010291920547667033
leeeee,0.07992921210664594,0.1225166894847396,0.21062094889674743,0.13309400133141125,0.05701455066384398,0.20742913150000497,0.155250417514398,0.13513326085646024,0.29561466254063357,-0.07992921210664594,-0.1225166894847396,0.21062094889674743,-0.13309400133141125,-0.05701455066384398,-0.20742913150000497
lefp8e,0.09150813973344718,0.06872560291787622,0.09593808478999932,0.03052834046040509,0.020227927519722133,0.09075690745981291,0.09646615576844815,0.07164061381764347,0.1320641221711716,-0.09150813973344718,-0.06872560291787622,-0.09593808478999932,-0.03052834046040509,0.020227927519722133,-0.09075690745981291
leg0uw,0.04879697032368746,0.08603718725415277,0.06111608936859003,0.013580442227315359,0.02922497992549733,0.007588336693670428,0.05065148293841242,0.09086526862477143,0.06158538165413923,-0.04879697032368746,-0.08603718725415277,-0.06111608936859003,0.013580442227315359,0.02922497992549733,-0.007588336693670428
lendpe,0.06535212132310386,0.050920707523050446,0.06641649489787982,0.23845594335380804,0.26289892920981295,0.21476069036852596,0.2472491388906829,0.2677849238368626,0.22479614080781277,-0.06535212132310386,-0.050920707523050446,-0.06641649489787982,-0.23845594335380804,-0.26289892920981295,-0.21476069036852596
lf0ghd,0.011186877454300692,0.0779039302647817,0.017343502702834357,0.08063979874196381,0.10412570482916106,0.07982027194819175,0.08141205910872154,0.13004301118041503,0.0816827576657798,-0.011186877454300692,-0.0779039302647817,-0.017343502702834357,-0.08063979874196381,-0.10412570482916106,-0.07982027194819175
lf0s8g,0.02957049808341683,0.07772545625523986,0.3152961683145685,0.05963792620690711,0.0029843326233116585,0.03728444075756698,0.06656648255061895,0.07778272810394199,0.31749299720852625,-0.02957049808341683,-0.07772545625523986,0.3152961683145685,0.05963792620690711,0.0029843326233116585,-0.03728444075756698
lf3y6u,0.047060878376511184,0.08853714874127983,0.07488353966927397,0.00914308917017359,0.03166732188980537,0.01601305475549286,0.04794082136491326,0.09403002702811508,0.07657651360568814,-0.047060878376511184,-0.08853714874127983,-0.07488353966927397,-0.00914308917017359,-0.03166732188980537,-0.01601305475549286
lf5dn1,0.02804571367989439,0.04872262407455441,0.10639814026414918,0.08012304041611218,0.02069365116301114,0.20060861314321432,0.08488971469699118,0.05293506678154606,0.22707791596479254,-0.02804571367989439,-0.04872262407455441,-0.10639814026414918,0.08012304041611218,0.02069365116301114,0.20060861314321432
lfgooa,0.06846833490945858,0.025733558214198204,0.09182927646269778,0.07936426889898263,0.09082673600503277,0.15134224822110776,0.10481698365791588,0.09440186434436262,0.17702285759833947,-0.06846833490945858,-0.025733558214198204,0.09182927646269778,-0.07936426889898263,-0.09082673600503277,-0.15134224822110776
lfjfwf,0.219600099677848,0.2800427869513289,0.18332061549761391,0.01195849932613502,0.07749634592158827,0.3741813401992351,0.21992546347490996,0.2905677995832743,0.4166750813520287,-0.219600099677848,-0.2800427869513289,-0.18332061549761391,-0.01195849932613502,0.07749634592158827,0.3741813401992351
lfsgp2,0.006202194757783275,0.0609251783607192,0.012912990256856105,0.10757398858428147,0.11653412024254184,0.09114795759469985,0.10775263449097007,0.13149934805537497,0.09205810931720715,-0.006202194757783275,-0.0609251783607192,0.012912990256856105,0.10757398858428147,0.11653412024254184,0.09114795759469985
lfua6f,0.002002534613175122,0.02019480037377175,0.03129965185176342,0.004960464908400297,0.013998511631612587,0.006123787471437048,0.0053494258555881686,0.024572103899277418,0.0318930866966013,0.002002534613175122,0.02019480037377175,-0.03129965185176342,0.004960464908400297,0.013998511631612587,-0.006123787471437048
lg50so,0.00013244599862893836,0.03070809077696346,0.025486065753433707,0.06915234020554806,0.09349533533046461,0.05123373678577803,0.0691524670409264,0.09840916912423482,0.05722268197684141,-0.00013244599862893836,-0.03070809077696346,0.025486065753433707,0.06915234020554806,0.09349533533046461,0.05123373678577803
lg74ds,0.03080366690828029,0.01278798201757958,0.08161449051213676,0.031104806746280467,0.01436950519688196,0.14981534287998954,0.04377641942552791,0.019235778218859675,0.17060352289388545,0.03080366690828029,-0.01278798201757958,0.08161449051213676,0.031104806746280467,-0.01436950519688196,0.14981534287998954
lghywx,0.02917663235448753,0.042650055209477955,0.03332715882270065,0.08537819689189607,0.13119256006121116,0.0860848919687136,0.09022589639377544,0.13795113274194604,0.0923109318578174,0.02917663235448753,0.042650055209477955,-0.03332715882270065,0.08537819689189607,0.13119256006121116,0.0860848919687136
lgjanc,0.13472823593392924,0.030958025665789535,0.06566997710163935,0.07090949336271812,0.030283035794197666,0.08922717258883317,0.15224931463499555,0.04330660007477313,0.1107882404442243,0.13472823593392924,0.030958025665789535,0.06566997710163935,0.07090949336271812,0.030283035794197666,0.08922717258883317
lh0hh2,0.04844132634426179,0.09936251251415751,0.09452462442603071,0.02074835657530505,0.11220506157895738,0.15210833844911553,0.05269778362101461,0.14987623139465353,0.17908615593795307,-0.04844132634426179,-0.09936251251415751,-0.09452462442603071,0.02074835657530505,-0.11220506157895738,0.15210833844911553
lh2sb3,0.04780122247792562,0.0030998036938045814,0.002592994867357312,0.22119533886291265,0.20952479729966544,0.0800840878967195,0.22630142466423603,0.20954772598719848,0.08012605541664732,-0.04780122247792562,-0.0030998036938045814,0.002592994867357312,0.22119533886291265,0.20952479729966544,0.0800840878967195
lh4qb0,0.04756165705294624,0.0753961967579122,0.001454036996464847,0.08517437231128877,0.008412134817693762,0.026846635679846464,0.09755401027248498,0.07586402637448705,0.026885982796124336,-0.04756165705294624,-0.0753961967579122,0.001454036996464847,0.08517437231128877,0.008412134817693762,0.026846635679846464
lhncp5,0.16586528278418644,0.16950785126913281,0.07752436968360898,0.19487957892795293,0.22817972929003982,0.06571964742912595,0.2559088554861171,0.28425147405203427,0.10163217971218315,-0.16586528278418644,-0.16950785126913281,-0.07752436968360898,-0.19487957892795293,-0.22817972929003982,-0.06571964742912595
lhni8q,0.02740488655619,0.006866197109453687,0.03357567601079747,0.03176094984871636,0.06795755297851347,0.3635031690484487,0.04194980026710877,0.06830354068109014,0.3650505169532665,0.02740488655619,0.006866197109453687,-0.03357567601079747,-0.03176094984871636,-0.06795755297851347,0.3635031690484487
li7q7s,0.05535554775954399,0.06597037217401347,0.0392281945394215,0.01794187382722212,0.0027094025705083347,0.012172480049796874,0.05819061354025332,0.06602598630135659,0.04107335532173385,0.05535554775954399,0.06597037217401347,0.0392281945394215,0.01794187382722212,-0.0027094025705083347,-0.012172480049796874
lijhdy,0.0095917548747666,0.03626840245600871,0.06839471509493844,0.012340755066289288,0.0040712960978452895,0.015871294228958277,0.015629971119095313,0.03649619800235839,0.0702120718496468,0.0095917548747666,-0.03626840245600871,-0.06839471509493844,0.012340755066289288,-0.0040712960978452895,0.015871294228958277
liue88,0.05623422957382451,0.05417453882233003,0.0421566951749599,0.004808751024243163,0.025618710437586234,0.018519025499466935,0.05643946015134056,0.05992661329573893,0.04604499162259012,-0.05623422957382451,-0.05417453882233003,-0.0421566951749599,-0.004808751024243163,-0.025618710437586234,-0.018519025499466935
lj9oa5,0.035912482505446874,0.024125112338195365,0.033226103602473245,0.07643695244421522,0.03344947030601819,0.05064993940104223,0.08445302894901548,0.04124182475453455,0.060575492750216536,0.035912482505446874,0.024125112338195365,-0.033226103602473245,0.07643695244421522,0.03344947030601819,0.05064993940104223
ljb3sq,0.022893138097440868,0.011165078040967558,0.006430706392981378,0.04360112399150573,0.003744590567372086,0.012832477518924357,0.04924585043707901,0.011776286603940478,0.014353621981452298,0.022893138097440868,-0.011165078040967558,-0.006430706392981378,0.04360112399150573,-0.003744590567372086,0.012832477518924357
ljhyg8,0.012273983448977788,0.010968989503981952,0.06572687489376516,0.012840091342008364,0.041586076258959714,0.10391257455072633,0.01776284367371674,0.043008376734706914,0.12295464705760785,0.012273983448977788,0.010968989503981952,-0.06572687489376516,0.012840091342008364,0.041586076258959714,-0.10391257455072633
ljqqtc,0.060504480225699986,0.020871393931634508,0.07268748427351746,0.37667778082390857,0.40174642068380884,0.35100132464430533,0.38150615026996176,0.40228820715614,0.35844860199486045,0.060504480225699986,0.020871393931634508,0.07268748427351746,-0.37667778082390857,-0.40174642068380884,-0.35100132464430533
ljsv81,0.07262005543850414,0.010984292153681352,0.021894247576902615,0.045628262852256185,0.028562541930019947,0.04653866207554991,0.08576485773792197,0.03060185412065049,0.0514315578681118,0.07262005543850414,-0.010984292153681352,-0.021894247576902615,0.045628262852256185,-0.028562541930019947,0.04653866207554991
lk111s,0.013589208462674307,0.05532164154914909,0.0997243184504093,0.011247582544382517,0.06017615322505865,0.1841605473495047,0.017640144549711526,0.08174138144574189,0.20942790380096873,0.013589208462674307,-0.05532164154914909,-0.0997243184504093,-0.011247582544382517,0.06017615322505865,0.1841605473495047
lk2i00,0.021285839924072292,0.0001193134654950967,0.004251900740879222,0.0036936675359262594,0.014874901062507107,0.049228669696134375,0.021603938556179644,0.014875379569020197,0.04941194774506858,0.021285839924072292,0.0001193134654950967,0.004251900740879222,0.0036936675359262594,0.014874901062507107,-0.049228669696134375
lkl7yr,0.037454409095603935,0.008590667866738677,0.0028513502007996294,0.0587186729641056,0.00878021193747891,0.04530975940366133,0.06964707686160594,0.012283798112296684,0.04539938870937886,0.037454409095603935,0.008590667866738677,-0.0028513502007996294,0.0587186729641056,0.00878021193747891,0.04530975940366133
lklkdr,0.03032191117669303,0.056647723151283635,0.006702663593030067,0.03749053392769408,0.023905984003132374,0.05294550597723724,0.048217822758714876,0.06148545038773398,0.05336808318112048,0.03032191117669303,-0.056647723151283635,-0.006702663593030067,0.03749053392769408,0.023905984003132374,0.05294550597723724
lkn3s7,0.04099057887502333,0.1156383668317762,0.16432011361147847,0.18790966486755423,0.25019929315096867,0.048652019374079813,0.19232854626171866,0.2756300385966029,0.17137128909611735,-0.04099057887502333,-0.1156383668317762,-0.16432011361147847,-0.18790966486755423,-0.25019929315096867,0.048652019374079813
lkt8x0,0.03963639844396294,0.016850393501524508,0.20585340426472598,0.009062629524116517,0.008296079831238146,0.015218108061842095,0.040659258914790566,0.018781924867342422,0.2064151517218603,0.03963639844396294,0.016850393501524508,0.20585340426472598,-0.009062629524116517,-0.008296079831238146,-0.015218108061842095
lkug4d,0.04936766303448348,0.014640259664132849,0.008176210646357873,0.0665635219009717,0.010595132817598163,0.07186066968928984,0.0828726046492292,0.018071913082343575,0.07232431312309046,0.04936766303448348,-0.014640259664132849,0.008176210646357873,0.0665635219009717,0.010595132817598163,0.07186066968928984
lm2i2a,0.028840464512503772,0.09383911514405519,0.057955772035314546,0.04523696983658532,0.08439831132235476,0.0795162774577225,0.05364844669972393,0.12620956574318906,0.09839568025550133,-0.028840464512503772,-0.09383911514405519,-0.057955772035314546,-0.04523696983658532,-0.08439831132235476,0.0795162774577225
lm7oli,0.04936950114685468,0.05809736841358237,0.034932700984268816,0.051484518038231286,0.1251821703409055,0.08468036799141876,0.07133024071961518,0.13800681138205825,0.0916027200536012,-0.04936950114685468,-0.05809736841358237,-0.034932700984268816,-0.051484518038231286,-0.1251821703409055,-0.08468036799141876
lm9vuj,0.04270649571157681,0.04042877801631639,0.03280089231037642,0.02064170408618793,0.00941119927185241,0.033110457731982734,0.047433371412378814,0.04150971890566236,0.046606876612559286,-0.04270649571157681,-0.04042877801631639,-0.03280089231037642,0.02064170408618793,0.00941119927185241,0.033110457731982734
lmc4kw,0.2047257833510896,0.03519751596984744,0.07039944373562967,0.0847154365342222,0.10350705747785227,0.30591310054666154,0.22156116888096863,0.1093278376177407,0.3139090740395345,-0.2047257833510896,-0.03519751596984744,-0.07039944373562967,-0.0847154365342222,-0.10350705747785227,-0.30591310054666154
lmqi3t,0.09581216881516985,0.12383522861447105,0.07830334103180148,0.08502638375953353,0.036496801678060464,0.06297729655542206,0.12809940526126604,0.12910143445650007,0.10048658168219367,-0.09581216881516985,-0.12383522861447105,-0.07830334103180148,0.08502638375953353,0.036496801678060464,0.06297729655542206
lmsmum,0.03159086986377879,0.02502943001927882,0.030980612861018386,0.005476197208185596,0.045942056205590553,0.047073795443027144,0.03206199922982263,0.05231773022109826,0.056353709644141985,-0.03159086986377879,-0.02502943001927882,-0.030980612861018386,0.005476197208185596,-0.045942056205590553,-0.047073795443027144
lmsxoa,0.0907219505662491,0.17492548709764932,0.02619049920616412,0.06331569873771059,0.02328811415725074,0.07768736276175225,0.11063159594432989,0.17646887061844937,0.0819833433176775,-0.0907219505662491,-0.17492548709764932,-0.02619049920616412,0.06331569873771059,0.02328811415725074,0.07768736276175225
lmviy0,0.036097199787406,0.11011113603915934,0.0018430308911856486,0.009909332968734752,0.0891415289058699,0.05127620011903655,0.037432642337633035,0.1416710078156794,0.051309311645288604,-0.036097199787406,-0.11011113603915934,-0.0018430308911856486,-0.009909332968734752,-0.0891415289058699,-0.05127620011903655
lmzntw,0.06478818013552257,0.10354056299166814,0.07538174118750796,0.049190123805041175,0.11047664171608318,0.06893025289525223,0.08134602980618169,0.15141247157845159,0.10214590872210136,-0.06478818013552257,-0.10354056299166814,-0.07538174118750796,-0.049190123805041175,-0.11047664171608318,-0.06893025289525223
ln41i9,0.1017702748050402,0.12915826477886316,0.006842988220441271,0.07598041060222993,0.13181183776430583,0.019956567469767705,0.12700477010402741,0.18454326846431057,0.02109718163548128,-0.1017702748050402,-0.12915826477886316,0.006842988220441271,0.07598041060222993,0.13181183776430583,0.019956567469767705
ln432o,0.01298676877662519,0.2483047097852129,0.17651805728311576,0.1674986440505304,0.025150928094588743,0.26713413425156673,0.16800134500063924,0.24957523532101092,0.3201863054993755,-0.01298676877662519,0.2483047097852129,0.17651805728311576,-0.1674986440505304,0.025150928094588743,-0.26713413425156673
lnoobb,0.0026478798614100185,0.001264282117929838,0.09221950877188068,0.02623750978400441,0.06532857933358382,0.06184861137502651,0.026370782836809905,0.06534081180256389,0.11103913061234781,0.0026478798614100185,-0.001264282117929838,-0.09221950877188068,-0.02623750978400441,-0.06532857933358382,0.06184861137502651
lnvhw6,0.04205373350706498,0.03329914344638052,0.06656487502704067,0.028502946416412822,0.06538303297163983,0.006088696969200669,0.050802898109262834,0.07337420496900234,0.06684276189796691,-0.04205373350706498,-0.03329914344638052,-0.06656487502704067,-0.028502946416412822,-0.06538303297163983,0.006088696969200669
lnvz96,0.0664097261647445,0.023514734321811837,0.018322030009442436,0.006116416062027952,0.047479754725635814,0.005034025737153058,0.06669079602703946,0.052983675212577803,0.019001005204705056,0.0664097261647445,-0.023514734321811837,-0.018322030009442436,0.006116416062027952,-0.047479754725635814,-0.005034025737153058
lnysp2,0.02868758654135295,0.09546225428649624,0.0289847518467079,0.05187179849282231,0.09371544405799659,0.13988165253292095,0.05927614275952491,0.13377453587453467,0.14285304531215312,-0.02868758654135295,0.09546225428649624,-0.0289847518467079,0.05187179849282231,0.09371544405799659,0.13988165253292095
lnzadx,0.03251954085837738,0.06475466746463265,0.028001343667194867,0.014789647906482628,0.03419318274114547,0.012087385961411012,0.035724700458329976,0.07322800491905077,0.03049885483995211,0.03251954085837738,-0.06475466746463265,-0.028001343667194867,0.014789647906482628,-0.03419318274114547,0.012087385961411012
loi6ry,0.0642383155323305,0.026616296418075613,0.015071196768787765,0.0527703582612542,0.02811968193849701,0.04247072963112597,0.08313405976765705,0.03871877770975086,0.045065550561861775,0.0642383155323305,-0.026616296418075613,-0.015071196768787765,0.0527703582612542,-0.02811968193849701,0.04247072963112597
lonf0l,0.00965830994590089,0.08415810189728212,0.14116523777048773,0.00664356755447848,0.04084631975855668,0.009416334530749637,0.011722625169389628,0.09354682224838842,0.1414789444079695,0.00965830994590089,-0.08415810189728212,0.14116523777048773,-0.00664356755447848,-0.04084631975855668,-0.009416334530749637
lp9djk,0.08802399367326519,0.11251498055112741,0.06480732712256376,0.10122070261245764,0.09462704155239443,0.13687261080809598,0.1341411722758923,0.14701665838053576,0.15144009125127833,-0.08802399367326519,-0.11251498055112741,-0.06480732712256376,-0.10122070261245764,-0.09462704155239443,-0.13687261080809598
lpaf0j,0.08263517636118856,0.13557382245559246,0.16004932402817662,0.0367103143952221,0.016139670921907268,0.14803047627421773,0.09042245050451124,0.1365311331260675,0.21801102730790478,-0.08263517636118856,-0.13557382245559246,-0.16004932402817662,0.0367103143952221,0.016139670921907268,0.14803047627421773
lpddtp,0.013908764399686468,0.09697472330155943,0.023726204867241307,0.030071862846160258,0.05467688337269294,0.051394421524829426,0.03313262232550058,0.1113268095957352,0.056606707740992634,-0.013908764399686468,-0.09697472330155943,-0.023726204867241307,-0.030071862846160258,-0.05467688337269294,-0.051394421524829426
lq0yl7,0.011193356729674697,0.03268179521894954,0.005762352720850572,0.06986658958951164,0.09611855222602195,0.05373410347142027,0.07075755490226475,0.10152278473702277,0.054042192634614614,-0.011193356729674697,0.03268179521894954,0.005762352720850572,0.06986658958951164,0.09611855222602195,0.05373410347142027
lq85uo,0.1446481650326188,0.15664613271740624,0.3407551883414959,0.08401192868319374,0.03813503690275155,0.022017400404449994,0.1672755086926169,0.16122125149896793,0.3414657586087047,0.1446481650326188,0.15664613271740624,0.3407551883414959,-0.08401192868319374,-0.03813503690275155,-0.022017400404449994
lq89fu,0.02395840047257991,0.03537958317963241,0.016472848300872478,0.06226234876658232,0.043450132442269584,0.14719094162532276,0.06671285503661234,0.056032391660675133,0.14810985121757678,0.02395840047257991,-0.03537958317963241,-0.016472848300872478,0.06226234876658232,0.043450132442269584,0.14719094162532276
lqmwj8,0.20642361559400335,0.17802283975072974,0.03446253631566698,0.002741051641661052,0.0001686032033036966,0.14615252634171583,0.206441813688514,0.1780229195917036,0.15016067183312215,-0.20642361559400335,-0.17802283975072974,-0.03446253631566698,-0.002741051641661052,0.0001686032033036966,0.14615252634171583
lqpf3b,0.048505064433803646,0.055613670401957194,0.18075118690102698,0.020315053007324835,0.048361395146782726,0.028687761922244093,0.05258747621266741,0.0737001009234098,0.18301360400319247,0.048505064433803646,-0.055613670401957194,0.18075118690102698,-0.020315053007324835,0.048361395146782726,0.028687761922244093
lqzsfo,0.016116084363641647,0.1200885688937321,0.10026240284144627,0.0664612634340509,0.12238565089456888,0.2613405653854537,0.06838733590706927,0.17146285872990666,0.2799132732464273,-0.016116084363641647,0.1200885688937321,0.10026240284144627,-0.0664612634340509,0.12238565089456888,-0.2613405653854537
lr27sl,0.018452750989512268,0.05183937683851347,0.026943860383716434,0.05252623518730548,0.012042806984996268,0.05311985103352512,0.0556732377541766,0.053219828927602554,0.05956248975824553,0.018452750989512268,-0.05183937683851347,0.026943860383716434,0.05252623518730548,0.012042806984996268,0.05311985103352512
lray65,0.018588100629616022,0.044427819774962796,0.08228669183578008,0.00545108857169474,0.03784467050645368,0.0305108911289258,0.019370902189448806,0.05836137640339389,0.08776111969863305,-0.018588100629616022,-0.044427819774962796,-0.08228669183578008,-0.00545108857169474,-0.03784467050645368,0.0305108911289258
lrloxl,0.015978178865990955,0.0014689934789000603,0.1205486305177379,0.07690145608567445,0.04682967436365715,0.2216668702211324,0.0785438485686213,0.046852709023568945,0.25232553115635054,0.015978178865990955,-0.0014689934789000603,-0.1205486305177379,0.07690145608567445,0.04682967436365715,0.2216668702211324
lrpn0e,0.07077719621749345,0.29418459257797736,0.02367907460377694,0.04784901785861795,0.0683208110913247,0.09976200018905024,0.08543383413170633,0.3020137542206431,0.10253367864175797,0.07077719621749345,0.29418459257797736,-0.02367907460377694,-0.04784901785861795,0.0683208110913247,-0.09976200018905024
lrrdch,0.038597157825982276,0.03016892555409001,0.030619240571085893,0.037755912158586646,0.10061195201924811,0.08273879400271866,0.05399305043402064,0.10503775015779664,0.08822270640925921,-0.038597157825982276,-0.03016892555409001,-0.030619240571085893,-0.037755912158586646,-0.10061195201924811,-0.08273879400271866
lrrg6l,0.15676505256413087,0.08950509976043008,0.008983971294195037,0.012268611125169748,0.011772534327763928,0.1304553223159699,0.15724439743397967,0.09027599596583204,0.1307643027006167,0.15676505256413087,0.08950509976043008,-0.008983971294195037,-0.012268611125169748,0.011772534327763928,0.1304553223159699
