strata_col,strata_level,metric,comparison,n_pairs,mean_a,mean_b,mean_diff_a_minus_b,wilcoxon_stat,p_value
selected_hit_type_count,4,delta_affect_shift_mag,mask vs replacement_lowgap,45,0.16418594811343382,0.2393655721433485,-0.07517962402991465,328.0,0.03195886870474851
selected_hit_type_count,4,delta_affect_shift_mag,mask vs deletion,45,0.16418594811343382,0.1713420084701546,-0.007156060356720742,507.0,0.9110147168016169
selected_hit_type_count,4,delta_affect_shift_mag,replacement_lowgap vs deletion,45,0.2393655721433485,0.1713420084701546,0.06802356367319391,359.0,0.07433860130646508
selected_hit_type_count,5,abs_delta_valence,mask vs replacement_lowgap,6,0.1822701056566006,0.34138830803483505,-0.15911820237823449,2.0,0.09375
selected_hit_type_count,5,abs_delta_valence,mask vs deletion,6,0.1822701056566006,0.19342674334839463,-0.011156637691794055,10.0,1.0
selected_hit_type_count,5,abs_delta_valence,replacement_lowgap vs deletion,6,0.34138830803483505,0.19342674334839463,0.14796156468644042,1.0,0.0625
selected_hit_type_count,5,abs_delta_arousal,mask vs replacement_lowgap,6,0.2405449961204682,0.2702840755983467,-0.029739079477878533,10.0,1.0
selected_hit_type_count,5,abs_delta_arousal,mask vs deletion,6,0.2405449961204682,0.18199580683178143,0.058549189288686763,3.0,0.15625
selected_hit_type_count,5,abs_delta_arousal,replacement_lowgap vs deletion,6,0.2702840755983467,0.18199580683178143,0.0882882687665653,8.0,0.6875
selected_hit_type_count,5,delta_affect_shift_mag,mask vs replacement_lowgap,6,0.31676576055332517,0.46361787081866024,-0.14685211026533498,5.0,0.3125
selected_hit_type_count,5,delta_affect_shift_mag,mask vs deletion,6,0.31676576055332517,0.30401049326130175,0.012755267292023474,5.0,0.3125
selected_hit_type_count,5,delta_affect_shift_mag,replacement_lowgap vs deletion,6,0.46361787081866024,0.30401049326130175,0.15960737755735846,5.0,0.3125
selected_hit_prop_bin,"(0.00010000000000000005, 0.00488]",abs_delta_valence,mask vs replacement_lowgap,1304,0.055474069599151535,0.06823007083323455,-0.012756001234083013,350849.0,4.1714463162011314e-08
selected_hit_prop_bin,"(0.00010000000000000005, 0.00488]",abs_delta_valence,mask vs deletion,1304,0.055474069599151535,0.046184083479158894,0.009289986119992644,320541.0,1.240775894831504e-14
selected_hit_prop_bin,"(0.00010000000000000005, 0.00488]",abs_delta_valence,replacement_lowgap vs deletion,1304,0.06823007083323455,0.046184083479158894,0.022045987354075657,247958.0,6.49699552999946e-39
selected_hit_prop_bin,"(0.00010000000000000005, 0.00488]",abs_delta_arousal,mask vs replacement_lowgap,1304,0.054583667070617695,0.05137928811003105,0.0032043789605866423,362072.0,3.1885568021657826e-06
selected_hit_prop_bin,"(0.00010000000000000005, 0.00488]",abs_delta_arousal,mask vs deletion,1304,0.054583667070617695,0.048968942071868846,0.005614724998748854,340892.0,5.115947672242302e-10
selected_hit_prop_bin,"(0.00010000000000000005, 0.00488]",abs_delta_arousal,replacement_lowgap vs deletion,1304,0.05137928811003105,0.048968942071868846,0.002410346038162212,422685.0,0.8400564729975689
selected_hit_prop_bin,"(0.00010000000000000005, 0.00488]",delta_affect_shift_mag,mask vs replacement_lowgap,1304,0.08650996672522064,0.0949753942498478,-0.008465427524627173,401718.0,0.08126679937206914
selected_hit_prop_bin,"(0.00010000000000000005, 0.00488]",delta_affect_shift_mag,mask vs deletion,1304,0.08650996672522064,0.0754840689166076,0.011025897808613044,305968.0,1.5884430679932965e-18
selected_hit_prop_bin,"(0.00010000000000000005, 0.00488]",delta_affect_shift_mag,replacement_lowgap vs deletion,1304,0.0949753942498478,0.0754840689166076,0.019491325333240217,299191.0,1.67112299954286e-20
selected_hit_prop_bin,"(0.00488, 0.00709]",abs_delta_valence,mask vs replacement_lowgap,1295,0.07065458654515105,0.08886931968796014,-0.018214733142809095,329701.0,2.435919521891736e-11
selected_hit_prop_bin,"(0.00488, 0.00709]",abs_delta_valence,mask vs deletion,1295,0.07065458654515105,0.06040080239417815,0.010253784150972896,305444.0,2.2666017987491094e-17
selected_hit_prop_bin,"(0.00488, 0.00709]",abs_delta_valence,replacement_lowgap vs deletion,1295,0.08886931968796014,0.06040080239417815,0.02846851729378199,255261.0,2.838990595871273e-34
selected_hit_prop_bin,"(0.00488, 0.00709]",abs_delta_arousal,mask vs replacement_lowgap,1295,0.0628710773423092,0.06195861446587043,0.0009124628764387738,399275.0,0.1314335276135441
selected_hit_prop_bin,"(0.00488, 0.00709]",abs_delta_arousal,mask vs deletion,1295,0.0628710773423092,0.05688719197277142,0.005983885369537787,349609.0,2.0123241360809795e-07
